,date,S154_C_FLOW_cmd
202,1990-07-23,0.0
203,1990-07-24,156213.848627424
204,1990-07-25,0.0
205,1990-07-26,0.0
206,1990-07-27,78950.9928771648
207,1990-07-28,0.0
208,1990-07-29,0.0
209,1990-07-30,0.0
210,1990-07-31,0.0
211,1990-08-01,0.0
212,1990-08-02,0.0
213,1990-08-03,0.0
214,1990-08-04,102976.364741242
215,1990-08-05,0.0
216,1990-08-06,0.0
217,1990-08-07,0.0
218,1990-08-08,0.0
219,1990-08-09,32148.0026775936
220,1990-08-10,22802.0840909568
221,1990-08-11,238443.25273655
222,1990-08-12,95000.5284604992
223,1990-08-13,200741.523568992
224,1990-08-14,768224.72151936
225,1990-08-15,673737.973923571
226,1990-08-16,871935.058924474
227,1990-08-17,647633.01284519
228,1990-08-18,605796.571004487
229,1990-08-19,545366.155012358
230,1990-08-20,413813.787891034
231,1990-08-21,206564.373369043
232,1990-08-22,25224.1938817344
233,1990-08-23,27621.8379170496
234,1990-08-24,29309.9750439552
235,1990-08-25,125729.517321274
236,1990-08-26,133313.901514618
237,1990-08-27,46851.921710496
238,1990-08-28,265428.981011578
239,1990-08-29,277343.803921766
240,1990-08-30,120273.653853158
241,1990-08-31,145228.724424806
242,1990-09-01,115209.242472442
243,1990-09-02,63904.5532677888
244,1990-09-03,63953.4847787136
245,1990-09-04,63610.96420224
246,1990-09-05,54680.963458464
247,1990-09-06,0.0
248,1990-09-07,0.0
249,1990-09-08,0.0
250,1990-09-09,0.0
251,1990-09-10,0.0
252,1990-09-11,0.0
253,1990-09-12,0.0
254,1990-09-13,0.0
255,1990-09-14,0.0
256,1990-09-15,0.0
257,1990-09-16,0.0
258,1990-09-17,0.0
259,1990-09-18,0.0
260,1990-09-19,0.0
261,1990-09-20,0.0
262,1990-09-21,0.0
263,1990-09-22,0.0
264,1990-09-23,0.0
265,1990-09-24,0.0
266,1990-09-25,0.0
267,1990-09-26,0.0
268,1990-09-27,0.0
269,1990-09-28,0.0
270,1990-09-29,0.0
271,1990-09-30,0.0
272,1990-10-01,0.0
273,1990-10-02,0.0
274,1990-10-03,0.0
275,1990-10-04,83354.8288603968
276,1990-10-05,0.0
277,1990-10-06,0.0
278,1990-10-07,97202.4464521152
279,1990-10-08,0.0
280,1990-10-09,78706.3353225408
281,1990-10-10,219726.949807814
282,1990-10-11,303864.682843008
283,1990-10-12,301491.504563155
284,1990-10-13,257575.473508147
285,1990-10-14,142561.957079405
286,1990-10-15,190881.824117645
287,1990-10-16,163455.712244294
288,1990-10-17,101459.487902573
289,1990-10-18,48270.9355273152
290,1990-10-19,49053.839702112
291,1990-10-20,100725.515238701
292,1990-10-21,68699.8413384192
293,1990-10-22,36943.290748224
294,1990-10-23,0.0
295,1990-10-24,0.0
296,1990-10-25,0.0
297,1990-10-26,0.0
298,1990-10-27,0.0
299,1990-10-28,0.0
300,1990-10-29,0.0
301,1990-10-30,0.0
302,1990-10-31,0.0
303,1990-11-01,0.0
304,1990-11-02,0.0
305,1990-11-03,0.0
306,1990-11-04,0.0
307,1990-11-05,0.0
308,1990-11-06,0.0
309,1990-11-07,0.0
310,1990-11-08,0.0
311,1990-11-09,0.0
312,1990-11-10,0.0
313,1990-11-11,0.0
314,1990-11-12,0.0
315,1990-11-13,0.0
316,1990-11-14,0.0
317,1990-11-15,0.0
318,1990-11-16,0.0
319,1990-11-17,0.0
320,1990-11-18,0.0
321,1990-11-19,0.0
322,1990-11-20,0.0
323,1990-11-21,0.0
324,1990-11-22,0.0
325,1990-11-23,0.0
326,1990-11-24,0.0
327,1990-11-25,0.0
328,1990-11-26,0.0
329,1990-11-27,0.0
330,1990-11-28,
331,1990-11-29,
332,1990-11-30,
333,1990-12-01,
334,1990-12-02,
335,1990-12-03,
336,1990-12-04,
337,1990-12-05,
338,1990-12-06,
339,1990-12-07,
340,1990-12-08,
341,1990-12-09,
342,1990-12-10,
343,1990-12-11,
344,1990-12-12,
345,1990-12-13,
346,1990-12-14,
347,1990-12-15,
348,1990-12-16,
349,1990-12-17,
350,1990-12-18,
351,1990-12-19,
352,1990-12-20,
353,1990-12-21,
354,1990-12-22,
355,1990-12-23,
356,1990-12-24,
357,1990-12-25,
358,1990-12-26,
359,1990-12-27,
360,1990-12-28,
361,1990-12-29,
362,1990-12-30,
363,1990-12-31,
364,1991-01-01,
365,1991-01-02,
366,1991-01-03,
367,1991-01-04,
368,1991-01-05,
369,1991-01-06,
370,1991-01-07,
371,1991-01-08,
372,1991-01-09,
373,1991-01-10,
374,1991-01-11,
375,1991-01-12,
376,1991-01-13,
377,1991-01-14,
378,1991-01-15,
379,1991-01-16,
380,1991-01-17,
381,1991-01-18,
382,1991-01-19,
383,1991-01-20,
384,1991-01-21,
385,1991-01-22,
386,1991-01-23,
387,1991-01-24,
388,1991-01-25,
389,1991-01-26,
390,1991-01-27,
391,1991-01-28,
392,1991-01-29,
393,1991-01-30,
394,1991-01-31,
395,1991-02-01,
396,1991-02-02,
397,1991-02-03,
398,1991-02-04,
399,1991-02-05,
400,1991-02-06,
401,1991-02-07,
402,1991-02-08,
403,1991-02-09,
404,1991-02-10,
405,1991-02-11,
406,1991-02-12,
407,1991-02-13,
408,1991-02-14,
409,1991-02-15,
410,1991-02-16,
411,1991-02-17,
412,1991-02-18,
413,1991-02-19,
414,1991-02-20,
415,1991-02-21,
416,1991-02-22,
417,1991-02-23,
418,1991-02-24,
419,1991-02-25,
420,1991-02-26,
421,1991-02-27,
422,1991-02-28,
423,1991-03-01,
424,1991-03-02,
425,1991-03-03,
426,1991-03-04,
427,1991-03-05,
428,1991-03-06,
429,1991-03-07,0.0
430,1991-03-08,0.0
431,1991-03-09,0.0
432,1991-03-10,0.0
433,1991-03-11,0.0
434,1991-03-12,0.0
435,1991-03-13,0.0
436,1991-03-14,0.0
437,1991-03-15,0.0
438,1991-03-16,0.0
439,1991-03-17,0.0
440,1991-03-18,0.0
441,1991-03-19,0.0
442,1991-03-20,0.0
443,1991-03-21,0.0
444,1991-03-22,0.0
445,1991-03-23,0.0
446,1991-03-24,0.0
447,1991-03-25,0.0
448,1991-03-26,0.0
449,1991-03-27,0.0
450,1991-03-28,0.0
451,1991-03-29,0.0
452,1991-03-30,0.0
453,1991-03-31,0.0
454,1991-04-01,0.0
455,1991-04-02,0.0
456,1991-04-03,0.0
457,1991-04-04,0.0
458,1991-04-05,0.0
459,1991-04-06,0.0
460,1991-04-07,0.0
461,1991-04-08,0.0
462,1991-04-09,0.0
463,1991-04-10,0.0
464,1991-04-11,0.0
465,1991-04-12,0.0
466,1991-04-13,0.0
467,1991-04-14,0.0
468,1991-04-15,0.0
469,1991-04-16,0.0
470,1991-04-17,0.0
471,1991-04-18,0.0
472,1991-04-19,0.0
473,1991-04-20,0.0
474,1991-04-21,0.0
475,1991-04-22,0.0
476,1991-04-23,0.0
477,1991-04-24,0.0
478,1991-04-25,0.0
479,1991-04-26,0.0
480,1991-04-27,0.0
481,1991-04-28,0.0
482,1991-04-29,0.0
483,1991-04-30,0.0
484,1991-05-01,0.0
485,1991-05-02,167492.56189559
486,1991-05-03,0.0
487,1991-05-04,0.0
488,1991-05-05,0.0
489,1991-05-06,0.0
490,1991-05-07,0.0
491,1991-05-08,0.0
492,1991-05-09,0.0
493,1991-05-10,0.0
494,1991-05-11,0.0
495,1991-05-12,0.0
496,1991-05-13,0.0
497,1991-05-14,0.0
498,1991-05-15,0.0
499,1991-05-16,0.0
500,1991-05-17,0.0
501,1991-05-18,0.0
502,1991-05-19,0.0
503,1991-05-20,0.0
504,1991-05-21,0.0
505,1991-05-22,0.0
506,1991-05-23,0.0
507,1991-05-24,0.0
508,1991-05-25,0.0
509,1991-05-26,0.0
510,1991-05-27,64907.6492417472
511,1991-05-28,0.0
512,1991-05-29,0.0
513,1991-05-30,0.0
514,1991-05-31,119613.078455674
515,1991-06-01,91086.0075865152
516,1991-06-02,52576.9084886976
517,1991-06-03,30068.4134632896
518,1991-06-04,31071.509437248
519,1991-06-05,119833.270254835
520,1991-06-06,269.1233100864
521,1991-06-07,94706.9393949504
522,1991-06-08,0.0
523,1991-06-09,0.0
524,1991-06-10,0.0
525,1991-06-11,0.0
526,1991-06-12,0.0
527,1991-06-13,0.0
528,1991-06-14,0.0
529,1991-06-15,0.0
530,1991-06-16,0.0
531,1991-06-17,0.0
532,1991-06-18,0.0
533,1991-06-19,0.0
534,1991-06-20,0.0
535,1991-06-21,0.0
536,1991-06-22,0.0
537,1991-06-23,0.0
538,1991-06-24,0.0
539,1991-06-25,0.0
540,1991-06-26,0.0
541,1991-06-27,0.0
542,1991-06-28,0.0
543,1991-06-29,0.0
544,1991-06-30,0.0
545,1991-07-01,114940.119162355
546,1991-07-02,85654.6098738624
547,1991-07-03,71758.0607712192
548,1991-07-04,56393.566340832
549,1991-07-05,108676.885763981
550,1991-07-06,91844.4460058496
551,1991-07-07,119099.297590963
552,1991-07-08,126316.695452371
553,1991-07-09,24637.0157506368
554,1991-07-10,117239.900175821
555,1991-07-11,126047.572142285
556,1991-07-12,186062.070291552
557,1991-07-13,156458.506182048
558,1991-07-14,145987.162844141
559,1991-07-15,54729.8949693888
560,1991-07-16,110536.283179123
561,1991-07-17,143246.998232352
562,1991-07-18,117924.941328768
563,1991-07-19,37016.6880146112
564,1991-07-20,146085.02586599
565,1991-07-21,153522.61552656
566,1991-07-22,130524.805391904
567,1991-07-23,90254.1719007936
568,1991-07-24,55537.264899648
569,1991-07-25,144666.012049171
570,1991-07-26,57323.2650484032
571,1991-07-27,106132.447195891
572,1991-07-28,139870.723978541
573,1991-07-29,73274.937609888
574,1991-07-30,101606.282435347
575,1991-07-31,64149.2108224128
576,1991-08-01,144372.422983622
577,1991-08-02,121032.092272493
578,1991-08-03,192276.372179002
579,1991-08-04,142170.504992006
580,1991-08-05,78045.759925056
581,1991-08-06,140800.422686112
582,1991-08-07,157608.396688781
583,1991-08-08,226234.840760813
584,1991-08-09,190172.317209235
585,1991-08-10,193450.728441197
586,1991-08-11,190612.700807558
587,1991-08-12,250725.061978675
588,1991-08-13,97349.2409848896
589,1991-08-14,181853.960352019
590,1991-08-15,223983.991258272
591,1991-08-16,213243.524610278
592,1991-08-17,193181.60513111
593,1991-08-18,225354.073564166
594,1991-08-19,236804.04712057
595,1991-08-20,177866.042211648
596,1991-08-21,229929.169835635
597,1991-08-22,361628.331489734
598,1991-08-23,352796.193767808
599,1991-08-24,388002.415878202
600,1991-08-25,437031.789824851
601,1991-08-26,600609.830846458
602,1991-08-27,566724.759531034
603,1991-08-28,478819.30015463
604,1991-08-29,571544.513357127
605,1991-08-30,588939.665490893
606,1991-08-31,512875.631758291
607,1991-09-01,
608,1991-09-02,
609,1991-09-03,
610,1991-09-04,
611,1991-09-05,
612,1991-09-06,197879.030179891
613,1991-09-07,141485.463839059
614,1991-09-08,194209.166860531
615,1991-09-09,189218.152746202
616,1991-09-10,0.0
617,1991-09-11,0.0
618,1991-09-12,0.0
619,1991-09-13,0.0
620,1991-09-14,148702.861700467
621,1991-09-15,110193.76260265
622,1991-09-16,179505.247827629
623,1991-09-17,128665.407976762
624,1991-09-18,193915.577794982
625,1991-09-19,64809.7862198976
626,1991-09-20,66987.2384560512
627,1991-09-21,70779.4305527232
628,1991-09-22,76088.499488064
629,1991-09-23,55121.3470567872
630,1991-09-24,58938.0049089216
631,1991-09-25,56687.1554063808
632,1991-09-26,65396.9643509952
633,1991-09-27,49787.812365984
634,1991-09-28,64369.4026215744
635,1991-09-29,51598.2782702016
636,1991-09-30,53580.004462656
637,1991-10-01,107820.584322797
638,1991-10-02,63708.8272240896
639,1991-10-03,84235.5960570432
640,1991-10-04,81813.4862662656
641,1991-10-05,134268.065977651
642,1991-10-06,69629.5400459904
643,1991-10-07,64662.9916871232
644,1991-10-08,61311.1831887744
645,1991-10-09,74180.1705619968
646,1991-10-10,105667.597842106
647,1991-10-11,36184.8523288896
648,1991-10-12,42007.7021289408
649,1991-10-13,62510.005206432
650,1991-10-14,0.0
651,1991-10-15,51475.9494928896
652,1991-10-16,54827.7579912384
653,1991-10-17,0.0
654,1991-10-18,56246.7718080576
655,1991-10-19,0.0
656,1991-10-20,58326.3610223616
657,1991-10-21,0.0
658,1991-10-22,0.0
659,1991-10-23,0.0
660,1991-10-24,54876.6895021632
661,1991-10-25,0.0
662,1991-10-26,0.0
663,1991-10-27,0.0
664,1991-10-28,0.0
665,1991-10-29,0.0
666,1991-10-30,0.0
667,1991-10-31,0.0
668,1991-11-01,0.0
669,1991-11-02,0.0
670,1991-11-03,0.0
671,1991-11-04,0.0
672,1991-11-05,0.0
673,1991-11-06,0.0
674,1991-11-07,0.0
675,1991-11-08,0.0
676,1991-11-09,0.0
677,1991-11-10,0.0
678,1991-11-11,0.0
679,1991-11-12,0.0
680,1991-11-13,0.0
681,1991-11-14,0.0
682,1991-11-15,0.0
683,1991-11-16,0.0
684,1991-11-17,0.0
685,1991-11-18,0.0
686,1991-11-19,0.0
687,1991-11-20,0.0
688,1991-11-21,0.0
689,1991-11-22,0.0
690,1991-11-23,0.0
691,1991-11-24,0.0
692,1991-11-25,0.0
693,1991-11-26,0.0
694,1991-11-27,0.0
695,1991-11-28,0.0
696,1991-11-29,0.0
697,1991-11-30,0.0
698,1991-12-01,0.0
699,1991-12-02,0.0
700,1991-12-03,0.0
701,1991-12-04,0.0
702,1991-12-05,0.0
703,1991-12-06,0.0
704,1991-12-07,0.0
705,1991-12-08,0.0
706,1991-12-09,0.0
707,1991-12-10,0.0
708,1991-12-11,0.0
709,1991-12-12,0.0
710,1991-12-13,0.0
711,1991-12-14,0.0
712,1991-12-15,0.0
713,1991-12-16,0.0
714,1991-12-17,0.0
715,1991-12-18,0.0
716,1991-12-19,0.0
717,1991-12-20,0.0
718,1991-12-21,0.0
719,1991-12-22,0.0
720,1991-12-23,0.0
721,1991-12-24,0.0
722,1991-12-25,0.0
723,1991-12-26,0.0
724,1991-12-27,0.0
725,1991-12-28,0.0
726,1991-12-29,0.0
727,1991-12-30,0.0
728,1991-12-31,0.0
729,1992-01-01,0.0
730,1992-01-02,0.0
731,1992-01-03,0.0
732,1992-01-04,0.0
733,1992-01-05,0.0
734,1992-01-06,0.0
735,1992-01-07,0.0
736,1992-01-08,0.0
737,1992-01-09,0.0
738,1992-01-10,0.0
739,1992-01-11,0.0
740,1992-01-12,0.0
741,1992-01-13,0.0
742,1992-01-14,0.0
743,1992-01-15,0.0
744,1992-01-16,0.0
745,1992-01-17,0.0
746,1992-01-18,0.0
747,1992-01-19,0.0
748,1992-01-20,0.0
749,1992-01-21,0.0
750,1992-01-22,0.0
751,1992-01-23,0.0
752,1992-01-24,0.0
753,1992-01-25,0.0
754,1992-01-26,0.0
755,1992-01-27,0.0
756,1992-01-28,0.0
757,1992-01-29,0.0
758,1992-01-30,0.0
759,1992-01-31,0.0
760,1992-02-01,0.0
761,1992-02-02,0.0
762,1992-02-03,0.0
763,1992-02-04,0.0
764,1992-02-05,0.0
765,1992-02-06,0.0
766,1992-02-07,0.0
767,1992-02-08,0.0
768,1992-02-09,0.0
769,1992-02-10,0.0
770,1992-02-11,0.0
771,1992-02-12,0.0
772,1992-02-13,0.0
773,1992-02-14,0.0
774,1992-02-15,0.0
775,1992-02-16,0.0
776,1992-02-17,0.0
777,1992-02-18,0.0
778,1992-02-19,0.0
779,1992-02-20,0.0
780,1992-02-21,0.0
781,1992-02-22,0.0
782,1992-02-23,0.0
783,1992-02-24,0.0
784,1992-02-25,0.0
785,1992-02-26,0.0
786,1992-02-27,0.0
787,1992-02-28,0.0
788,1992-02-29,0.0
789,1992-03-01,0.0
790,1992-03-02,0.0
791,1992-03-03,0.0
792,1992-03-04,0.0
793,1992-03-05,0.0
794,1992-03-06,0.0
795,1992-03-07,0.0
796,1992-03-08,0.0
797,1992-03-09,0.0
798,1992-03-10,0.0
799,1992-03-11,0.0
800,1992-03-12,0.0
801,1992-03-13,0.0
802,1992-03-14,0.0
803,1992-03-15,0.0
804,1992-03-16,0.0
805,1992-03-17,0.0
806,1992-03-18,0.0
807,1992-03-19,0.0
808,1992-03-20,0.0
809,1992-03-21,0.0
810,1992-03-22,0.0
811,1992-03-23,0.0
812,1992-03-24,0.0
813,1992-03-25,0.0
814,1992-03-26,0.0
815,1992-03-27,0.0
816,1992-03-28,0.0
817,1992-03-29,0.0
818,1992-03-30,0.0
819,1992-03-31,0.0
820,1992-04-01,0.0
821,1992-04-02,0.0
822,1992-04-03,0.0
823,1992-04-04,0.0
824,1992-04-05,0.0
825,1992-04-06,0.0
826,1992-04-07,0.0
827,1992-04-08,0.0
828,1992-04-09,0.0
829,1992-04-10,0.0
830,1992-04-11,0.0
831,1992-04-12,0.0
832,1992-04-13,0.0
833,1992-04-14,0.0
834,1992-04-15,0.0
835,1992-04-16,0.0
836,1992-04-17,0.0
837,1992-04-18,0.0
838,1992-04-19,0.0
839,1992-04-20,0.0
840,1992-04-21,0.0
841,1992-04-22,0.0
842,1992-04-23,0.0
843,1992-04-24,0.0
844,1992-04-25,0.0
845,1992-04-26,0.0
846,1992-04-27,0.0
847,1992-04-28,0.0
848,1992-04-29,0.0
849,1992-04-30,0.0
850,1992-05-01,0.0
851,1992-05-02,0.0
852,1992-05-03,0.0
853,1992-05-04,0.0
854,1992-05-05,0.0
855,1992-05-06,0.0
856,1992-05-07,0.0
857,1992-05-08,0.0
858,1992-05-09,0.0
859,1992-05-10,0.0
860,1992-05-11,0.0
861,1992-05-12,0.0
862,1992-05-13,0.0
863,1992-05-14,0.0
864,1992-05-15,0.0
865,1992-05-16,0.0
866,1992-05-17,0.0
867,1992-05-18,0.0
868,1992-05-19,0.0
869,1992-05-20,0.0
870,1992-05-21,0.0
871,1992-05-22,0.0
872,1992-05-23,0.0
873,1992-05-24,0.0
874,1992-05-25,0.0
875,1992-05-26,0.0
876,1992-05-27,0.0
877,1992-05-28,0.0
878,1992-05-29,0.0
879,1992-05-30,0.0
880,1992-05-31,0.0
881,1992-06-01,0.0
882,1992-06-02,0.0
883,1992-06-03,0.0
884,1992-06-04,0.0
885,1992-06-05,0.0
886,1992-06-06,0.0
887,1992-06-07,0.0
888,1992-06-08,8905.5349883136
889,1992-06-09,45457.3736491392
890,1992-06-10,19327.946815296
891,1992-06-11,0.0
892,1992-06-12,0.0
893,1992-06-13,0.0
894,1992-06-14,0.0
895,1992-06-15,0.0
896,1992-06-16,0.0
897,1992-06-17,0.0
898,1992-06-18,0.0
899,1992-06-19,0.0
900,1992-06-20,0.0
901,1992-06-21,0.0
902,1992-06-22,0.0
903,1992-06-23,0.0
904,1992-06-24,0.0
905,1992-06-25,65078.909529984
906,1992-06-26,189903.193899149
907,1992-06-27,209084.34618167
908,1992-06-28,174685.494001536
909,1992-06-29,213586.045186752
910,1992-06-30,1329371.28880497
911,1992-07-01,603252.132436397
912,1992-07-02,215298.64806912
913,1992-07-03,0.0
914,1992-07-04,165535.301458598
915,1992-07-05,91966.7747831616
916,1992-07-06,78926.5271217024
917,1992-07-07,578859.774240384
918,1992-07-08,139063.354048282
919,1992-07-09,0.0
920,1992-07-10,0.0
921,1992-07-11,88125.6511755648
922,1992-07-12,83697.3494368704
923,1992-07-13,82253.8698645888
924,1992-07-14,0.0
925,1992-07-15,81495.4314452544
926,1992-07-16,0.0
927,1992-07-17,0.0
928,1992-07-18,71219.8141510464
929,1992-07-19,0.0
930,1992-07-20,0.0
931,1992-07-21,0.0
932,1992-07-22,0.0
933,1992-07-23,84308.9933234304
934,1992-07-24,0.0
935,1992-07-25,0.0
936,1992-07-26,0.0
937,1992-07-27,0.0
938,1992-07-28,0.0
939,1992-07-29,440.3835983232
940,1992-07-30,0.0
941,1992-07-31,0.0
942,1992-08-01,0.0
943,1992-08-02,0.0
944,1992-08-03,0.0
945,1992-08-04,0.0
946,1992-08-05,0.0
947,1992-08-06,0.0
948,1992-08-07,0.0
949,1992-08-08,0.0
950,1992-08-09,0.0
951,1992-08-10,0.0
952,1992-08-11,0.0
953,1992-08-12,0.0
954,1992-08-13,0.0
955,1992-08-14,0.0
956,1992-08-15,0.0
957,1992-08-16,0.0
958,1992-08-17,0.0
959,1992-08-18,0.0
960,1992-08-19,0.0
961,1992-08-20,84847.2399436032
962,1992-08-21,84773.842677216
963,1992-08-22,0.0
964,1992-08-23,431135.542758413
965,1992-08-24,143760.779097062
966,1992-08-25,0.0
967,1992-08-26,91134.93909744
968,1992-08-27,84357.9248343552
969,1992-08-28,82376.1986419008
970,1992-08-29,93777.2406873792
971,1992-08-30,88761.7608175872
972,1992-08-31,0.0
973,1992-09-01,83501.6233931712
974,1992-09-02,77458.5817939584
975,1992-09-03,0.0
976,1992-09-04,0.0
977,1992-09-05,87440.6100226176
978,1992-09-06,0.0
979,1992-09-07,0.0
980,1992-09-08,0.0
981,1992-09-09,0.0
982,1992-09-10,0.0
983,1992-09-11,83232.5000830848
984,1992-09-12,190588.235052096
985,1992-09-13,303791.285576621
986,1992-09-14,357126.632484653
987,1992-09-15,261489.994382131
988,1992-09-16,282310.352280634
989,1992-09-17,252315.336083731
990,1992-09-18,408847.239532166
991,1992-09-19,272303.858296512
992,1992-09-20,226601.827092749
993,1992-09-21,174440.836446912
994,1992-09-22,77311.787261184
995,1992-09-23,142390.696791168
996,1992-09-24,60919.731101376
997,1992-09-25,71195.348395584
998,1992-09-26,0.0
999,1992-09-27,70387.9784653248
1000,1992-09-28,0.0
1001,1992-09-29,70510.3072426368
1002,1992-09-30,70314.5811989376
1003,1992-10-01,71268.7456619712
1004,1992-10-02,65519.2931283072
1005,1992-10-03,60797.402324064
1006,1992-10-04,0.0
1007,1992-10-05,60993.1283677632
1008,1992-10-06,0.0
1009,1992-10-07,62069.6216081088
1010,1992-10-08,62045.1558526464
1011,1992-10-09,70216.718177088
1012,1992-10-10,69189.1564476672
1013,1992-10-11,0.0
1014,1992-10-12,0.0
1015,1992-10-13,70975.1565964224
1016,1992-10-14,0.0
1017,1992-10-15,0.0
1018,1992-10-16,0.0
1019,1992-10-17,0.0
1020,1992-10-18,0.0
1021,1992-10-19,0.0
1022,1992-10-20,0.0
1023,1992-10-21,0.0
1024,1992-10-22,0.0
1025,1992-10-23,0.0
1026,1992-10-24,0.0
1027,1992-10-25,0.0
1028,1992-10-26,0.0
1029,1992-10-27,0.0
1030,1992-10-28,0.0
1031,1992-10-29,0.0
1032,1992-10-30,0.0
1033,1992-10-31,0.0
1034,1992-11-01,0.0
1035,1992-11-02,0.0
1036,1992-11-03,0.0
